text,rating,lat,lon,sentiment,sentiment_score
"Jayne Caesars rewards concierge women was polite and prompt . She assisted me in getting signed up and accessing my new member bonuses. The young lady that checked me in was very helpful is well I’m upset I forgot her name but she lost her voice and was still able to accurately assist me.
The room was nice but few issues with cleanliness. There was a toenail in the bed and long strands of hair left on both the sink and shower floor.
The casino has real people dealers which is very important to me. Loved the slot choices I left a winner!
Chop Block & brew

Denise our waitress gave great recommendations. The salmon blacken had a nice flavor and moist inside. The mashed potatoes were cooked perfectly with a nice garlic sauce. The bone in steak was also cooked to perfection with such a tender melt in your mouth texture. The blueberry margarita was nicely prepared with a good amount of tequila. The blueberry lemon drop lacked liquor as none was tasted. The table linen that held the silverware did have a cooked oil stench like old and dirty, that did affect my appetite. I wouldn’t suggest the Caesar salad as the dressing has a tangy-sour aftertaste.",4,33.0234836,-112.0507311,POSITIVE,1
"I went to celebrate my birthday, with some friends, who had a $ 100 comp for food, and they treated me to dinner. We were having a great time, until I  went from one machine to another, I had to go to the restroom, and I know that I put my ticket on my left side of my coat, and when I returned to play a machine I put my players club card in the machine, and I was looking for my ticket, I couldn't find. I immediately went to security and informed a security officer, that  I had lost my ticket of $ 200 and change, and  Ms.Melinda Fischer started doing her job to locate my ticket, and I asked Her if she void my ticket so it couldn't be cashed, She then told me that she couldn't do it, and about that time Mr.Raven Fugate approached me and introduced him self,and He asked me if I wanted to press charges if the person who took my ticket and played in a different machine. They  were professional at first, and they than changed their  attitude, and informed me that I had left the  ticket in the machine, and their was nothing they  could do. I than ask Mr.Fugate to  do a row back and see if I left the ticket in the machine or if I  dropped it from my coat pocket, and He told me He couldn't do it, Ms. Fischer told me that it was  my fault, and that was it.I told both that I use to be a security guard at Lone Butte, and we would void the ticket,and  do a roll back to find  the person who picked up the ticket, and we got the ticket from the person who found it, and  returned it to the original owner. The  Gila River Casino was always taking care of their players, we were taught to  look at the machines for  tickets and ìf we found one we got a slot  attendant to cash it out go go to the cage for safe keeping until some one that  they lost their ticket. I immediately asked Ms. Fischer and Mr.Fugate for contact number  in which they both provided their cards.I didn't disrespect them in any way or form.I maintain a cordial disposition.  I than informed them  both that I was going to file a formal complaint with TGA, and I  asked for the person who was the Main Casino Manager and the corporate phone number. I than went and found my friends and  watched her play. I didn't make a scene and we left when she was ready. I as a security guard tried to make our customers feel safe, not Harrahs ,on the way home my friends and I decided we are not coming back to any Harrah  property, we have  stayed in Laughlin, and Las Vegas, but no more, we don't  feel safe. We are going to closer casinos to Mesa.
John Micheal can verify my demeanor, we both  worked at  Lone Butte together, when He worked for Ovations.I lost $200 but Harrah lost  a lot more.Harrah isn't  appealing any longer just another  Casino. I have  supported  Harrah for over 20 years",2,33.0234836,-112.0507311,NEGATIVE,-1
"It’s a nice hotel/casino situation happening here. Cleaner than most of the ones I’ve been to (especially the Vegas hotels) and doesn’t smell like stale cigarettes and beer anywhere except the smoking sections of the casino. The casino is a good size but not huge, which is good because you don’t feel trapped inside it like the ones in Vegas. Good air control though. Location wise it’s a bit “out there” but not so far from Phoenix to be uncomfortable. BEWARE THE SMELL OF COW POOP!  Not kidding. Apparently the hotel is surrounded by farms, so if you go out by the pool you feel like you’re sitting in a pressure chamber of poop smelling air. The pool area is stunning, but I’m not sure I could hang out there long. Also I’d love some affordable coffee on premises. On a brighter note, the staff at the hotel is super nice and friendly. Overall I’d probably stay here again (good for a short stay).",4,33.0234836,-112.0507311,POSITIVE,1
"I definitely get why this location has such high reviews. I like how it's used by Ceasers but it's Native Owned. The layout is well strategized. So many variety of games to play slot, cards, tables. Just no poker unfortunately. Nice amount of places to eat.The staff was super kind and friendly. They also have so many extra things to do. I do recommend this location to others........",5,33.0234836,-112.0507311,POSITIVE,1
"WOW, out of ALL the HARRAH'S Hotel and Casino's we've been too, Ak-Chin is by far the best! Room was clean, modern (connections to the TV/casting) and perfect size. The shower was amazing and pressure, what do you know about PRESSURE? Along with a consistent rain-like stream, the shower is spacious and hot! As far as the Casino, it's got all your favorite slots, BUBBLE CRAPS and table games. Very nice setup. Two👍👍 for Harrah's Ak-Chin!!",5,33.0234836,-112.0507311,POSITIVE,1
"Lake Pleasant Regional Park is very nice considering it's a lake in the middle of a desert. We did see 1 burrow who was absolutely adorable. The plant life is all wickedly sharp. There are trails to walk and bike, along (with plenty of loose gravel so BE CAREFUL!). I recommend walking poles if you're trekking around the trails or off the trails to stay upright at all times. Although it is a man-made lake I found a shell 🙂. There are a lot of giant carp and plenty Mallards and Coots seen on our brief visit. There's an elevator or a whole lotta steps to take you down to water level where there are restaurants and boat rentals (or tours). These were closing down during our visit on a Sunday evening though. There were restrooms in the waterfront restaurants and shops area, but I didn't notice any others in the upper area, which is mainly a parking lot.
Some folks coming up from the waterfront area who appeared to work there were bringing their dog, but we didn't see any other pets. It is a Park so it's likely that dogs are allowed on leash. I would not want my dog off leash there as the loose gravel and stabby plants are everywhere.
There was a separate area down a different fork in the road that we did not go to, which I believe was a picnic area.  From where we were, no playground was seen but their website may have information on any kid activities.
Overall, it was a nice break from the otherwise dry scenery in Arizona.",4,33.864488,-112.3172788,POSITIVE,1
"Very nice campground! We chose the upper loop so we had a nice view of the lake. It's sad to see it so low.
It was fun to see the wild (and friendly) burros. We did NOT feed them but I'm sure they were looking for treats.",5,33.864488,-112.3172788,POSITIVE,1
"This place is amazing. Great campsites, shower house, bicycle trails and lots of wild burros! We love staying here all winter in the primitive campsites. Plus the staff is super friendly and the rates are great. Very safe too!",5,33.864488,-112.3172788,POSITIVE,1
"Camping in site 69. Water and electric no sewer. They do have a dump station on the way out. The view is absolutely beautiful. The lake is a deep blue color. Our site has a large covered picnic table and fire pit with grill. Had fun cooking over fire. Over the air tv has all the major networks. Verizon has 4 bars. Bath house needs to be cleaned thoroughly at least once a week. The water pressure is good and water temperature is warm to hot. You cannot control the temperature, it is pre set. Overall I will definitely come again when wanting to visit again when visiting Arizona. There is a fabulous playground. Great for all ages.",4,33.864488,-112.3172788,POSITIVE,1
"We absolutely love hanging out at Lake Pleasant.  There are so many different areas, each with a different vibe. You can go to Scorpion Bay Marina to enjoy the water park, dinning on the lake, boat rentals and more.  Or, you can hit one of the many swimming areas... our favorite thing to do.  There are plenty of swimming areas that can be reached with any type of vehicle, and then there are the more secluded areas on the northwest and west side of the lake that can be reached with a 4x4.  Update: We finally started shore fishing the lake and have brought in some pretty nice bass, even in November!",5,33.864488,-112.3172788,POSITIVE,1
"Great campground. The sites are big and spread out. They have hot showers and flush toilets. Beautiful Views of the mountains and cactus all around. Very quiet and peaceful. We had wood fires every night. Very close to Cave Creek and Carefree, beautiful town. We will come back for sure.",5,33.8220131,-112.0170964,POSITIVE,1
"I've stayed here in my RV (travel trailer) anywhere from 1 night to 2 weeks. The sites are large and easy to back into, well-maintained and level. The bathrooms are clean and shower water is hot, although annoying to have to hit the button every 30 seconds. Dog-friendly, which is great, please keep your dogs leashed. The hiking trails are nice, the area is lovely, and convenient to shopping and dining nearby as well. Good central location for all of the Northern Phoenix area.

I only have two significant complaints/warnings:

1) there is a horse ranch / small stadium adjacent to the Park, which has a loud audio system. If you are in the family campground especially, this is literally adjacent to your campsite, and can be rather loud at times.

2) The dump station does not have a hose attachment to backflush your black tanks. There is water, but it is a small spray nozzle that does not come off, no hose attachments. I feel this is a major oversight to be able to adequately dump and clean black tanks.",4,33.8220131,-112.0170964,POSITIVE,1
"Did a loop that ended up being almost 2 Miles. The map we were given, we initially thought it was going to be 2.6 miles. We recorded on the watch and so then checked again and realized the map we were given is in Kilometers. Ended up there are prob more loops that are good even for beginner hikers. And just ""going for a walk"" with some incline.",5,33.8220131,-112.0170964,POSITIVE,1
"Beautiful trails, kid park and information center. The whole family loved our hike 8 years-54:)",5,33.8220131,-112.0170964,POSITIVE,1
Camped here with my dogs on NYE to help with the anxiety they have with fireworks. Beautiful! Quiet! The only way to celebrate holidays for my pups moving forward!,5,33.8220131,-112.0170964,NEGATIVE,-1
"Food is excellent, but the staff is what makes this little gem.
Donelle is best bartender.  Super friendly, engaging and gets to know her customers.
Bri is super sweet and incredible at making sure the guests are taken care of. Server Mikey has the energy of the Tasmania Devil and the happiest most positive attitude.
And the hostess Debra!  She’s such a funny little trouble maker, in all the best ways.
This place is a weekly stop for us.",5,33.0240049,-112.0508041,POSITIVE,1
"Great food, good wine list, and excellent service. I was invited to the soft launch many years ago, and my level of expectations is still met today. Whether you're looking for an intimate night out or a spot to sit back with friends and have a few drinks, this is an excellent choice. Reasonably priced and our go-to for date night. Debra is our favorite host, and we really enjoyed chatting with her. Would recommend this place.",5,33.0240049,-112.0508041,POSITIVE,1
We have been going to Ak-Chin for 3 years now but are not there when this restaurant is open so we just got to try it for the first time Friday 12/27/25. We sometimes take our own sandwiches because all of the other restaurants at Ak-Chin are not good but this one should be open 7 days a week! Our waitress Tamara was wonderful as well as our lasagna! We inhaled our food! My only critique is the bread could have been better. Hands down the best place they have there! We normally go on Monday - Wednesday so please consider being open more often! We would eat there our whole trip!,5,33.0240049,-112.0508041,POSITIVE,1
"We ate at Oak & Fork this evening.  The food was fabulous, and our server, Nita, was terrific.  We had the Arancini and loved it.  I had the linguini with Alfredo sauce.  It was rich and very filling.  He had the NY strip and thought it had a great flavor.  We will definitely be back.",5,33.0240049,-112.0508041,POSITIVE,1
"Went to Oak & Fork Restaurant @ Harrah's Ak-Chin Casino.
They have changed the whole menu.
No longer are there small plates. Regular meals. Okay!
Sat @ the bar w/ Tyler. Extremely pleasant and friendly.
Good Bartender. Except he ordered the wrong food for me.
Wife ordered chicken Linguini. Very Good!
I ordered the Italian Panini. Only I received the Chicken Panini.
He brought it to me and realized that it was Wrong.
But then he said this panini is Really Good. Is that OK.
I mean Really! If I wanted the Chicken I would have ordered the Chicken. Right?? Strange. But I ate it anyway.
He was right it was good. Just Not what I ordered.
Not as good as the Chicken Linguini my wife had, but good.
All in All Oak & Fork has an Italian concept. Good not Great.
Not sure if I will go back.",4,33.0240049,-112.0508041,POSITIVE,1
,5,33.8701905,-112.2885417,POSITIVE,1
"Just recently completed all 16 trails that are available in the park!!! I will say this; the park is very beautiful but is also quite desolate. There are not many people on the trails, especially in the back half of the park. This can be a positive for some but also a negative for others. There are many long trails towards the back which require a long hike just to get to. Sometimes it feels like these trails were designed more for biking than hikers, but to each his own. Overall I really liked the vegetation compared to others parks. This one has a lot of cacti, not a lot of bushes. Oh, also this mountain range is known for its quartz deposits!!! So if you like quartz, this is the park for you!!!",5,33.3314565,-112.3515395,POSITIVE,1
"One of the best spots for hiking! I usually hike at South Mountain, but wanted to try something new, and this park was perfect. We went early, and there weren’t many people there. The nature sounds were beautiful. We did a short 1–2 mile hike, and once we rounded one of the hills, the view was absolutely breathtaking! Definitely worth a visit!",5,33.3314565,-112.3515395,POSITIVE,1
"Great spot for hiking. Theres short trails1-2 miles and long trails 7-11 miles.  Trails are cleared and easily identifiable with name markings of the trails. Some trails you’ll run into bikers and horseback and some you’ll run into no one. Trails are dog friendly and very cleaned trails. Very nice views on the summits, We’re regular hikers there and definitely recommend. These 2 pictures was during the NASCAR events a few weeks ago.",5,33.3314565,-112.3515395,POSITIVE,1
"The $10 entrance price is a bit steep, but it is a good spot for hiking and some nice views as well. We went with our young kids, so it has hiking for all levels.",4,33.3314565,-112.3515395,POSITIVE,1
Fun trails for MTB and hiking. Beautiful views. Mostly moderate trails. Some very rocky/steep sections definitely not meant for beginners with MTB’s. Great learning experience and refresher.,5,33.3314565,-112.3515395,POSITIVE,1
"This is a sweet little stop. Family owned. Just $5 per person. Very clean and maintained. Clean restrooms also.
The cars are absolutely impressive! They even show you how they were built. There's other cool vintage stuff to see (I recommend going with mom & pop or grandparents who can point things out and share cool memories) even celebrities have been there.
I only wish they atleast had vending machines to get snacks. Because there is nothing in the surrounding area to purchase anything.  So make sure you bring drinks & snacks especially on hot days.",4,32.8958849,-112.136037,POSITIVE,1
"Super cool experience! Very friendly people working there. Family owned and ran, which makes it all the better! The cars are amazing and the story behind them even better. I would highly recommend the long drive out there, and make sure to dial in the rural area as you drive out.",5,32.8958849,-112.136037,POSITIVE,1
"It is a drive to get there but if you are a car person, it is well worth the trip.  I was blown away by the craftsmanship that was  put into these cars by Ernie.  A small, family run museum made from the actual shop that the cars were created in.",5,32.8958849,-112.136037,POSITIVE,1
"I saw this museum on Motorweek TV. I wanted to visit ever since. My friend Paul Snyder lives near it so we planned a visit. Ernie is the founder and star of the show. His son and wife work there and keep things running smooth. There are finished beautiful scaled down cars, project cars under development and a junk yard full of parts. Also a full shop with lathes, etc. They are very welcoming. Offered me a beer and we talked for 2 hours. It's a place I will go back again. More than a museum it's an experience.",5,32.8958849,-112.136037,POSITIVE,1
What a fun and unique place! We stopped here and had the best time looking at all the different vehicles and learning about the process of making them. We even talked to the owner. This is well worth a trip off the main drag to see.,5,32.8958849,-112.136037,POSITIVE,1
"WONDERFUL LAKESIDE PARK! I'm a huge fan of Tempe Beach Park, it's got great views of the lake and sidewalk trails for scooters, bikes, and joggers. The park is welcoming to all, locals, visitors, college students, families, and the elderly. I saw a great mix of folks enjoying a good view and walk. You'll see the Tempe skyline and Tempe's iconic bridges during your visit. I spotted a few ducks and wildlife, it was very peaceful. I was super tempted to sit at a park bench and just admire, but alas we came to walk!

ASU's arts center is right in front of the water so if you're majoring in theatre, you've got great surroundings. Parking is a little hard to find, but once you find it it's super accessible and close to the water. I'd say parking was around $10 for us, not bad at all. If you're not in the mood for parking a car or walking, there's scooters for rent. My mom spotted paddle crafts for anyone wanting to get in the water. Tempe Beach Park has a neat grass area (also in front of the water).

Note: There's one bridge that allows you access to the other side of the lake. We took the walking path from Tempe Beach Park and were able to get across easily to take a look at the lake from another angle!",5,33.4318454,-111.9426228,POSITIVE,1
"Lots of open space which was green as well. Designed for walkers, runners, skater, others using wheels and walking sticks. I definitely recommend. I saw people paddling with ease and a photo shoot. I went for a skating class. I plan on returning to enjoying other activities. Ample parking.",5,33.4318454,-111.9426228,POSITIVE,1
"I visited briefly and came on a Sunday - parking is metered (pay through Park Mobile) but the app said it's free on weekends. I walked along the Tempe Town Lake; there were several people running, biking, or walking dogs. The foot bridge across the water is nice. Also Tempe School of the Arts is on the south side of the lake. I didn't have enough time to explore the splash park or try a boat rental as others recommended here, but it's a pretty area.",5,33.4318454,-111.9426228,POSITIVE,1
"Beautiful park. Downtown Tempe is gorgeous!
I went to this park for a sporting event, there were actually two major sporting events happening at the same time, an ASU football game and an Ironman race, but it wasn’t hard finding a place to park. Parking garages are affordable, especially if you’re spending an entire day like we did for the Ironman.
I would imagine that this park is a good place to spend a relaxing day with family or by yourself, a good place to exercise and enjoy the scenery while doing so.",5,33.4318454,-111.9426228,POSITIVE,1
Actually this was Tempe Centre for The Arts. What a magnificent facility! Went to see my cousin perform in a play! This sits on Tempe Beach Park! On the lake! So amazing and Beautiful here!,5,33.4318454,-111.9426228,POSITIVE,1
"Our steaks were cooked well done rather than medium well like we requested, but we still ate them. One was too overcooked and the other was perfectly tender despite the temperature. We enjoyed our sides: soup, salad, fries etc. The server Austin I believe was his name, he was very attentive, kind, and helped the experience be pleasant. This restaurant has very economical options and other about $28-$30 the entree depending on your protein selections. I loved the mashed potatoes and it was a fun dinner.",3,33.0234858,-112.0507836,POSITIVE,1
We had breakfast at the restaurant while staying at the hotel and casino. The food is delicious and the service by the waitresses awesome. We had the eggs Benedict which is not the original recipe but the slice of ham is humongous.,5,33.0234858,-112.0507836,POSITIVE,1
"Agave’a restaurant overall is good.

The food is alright, the service was perfect and the atmosphere is okay. We came here with our baby who requires a high chair, we were seated in kinda an unusual spot for having a baby because we were right next to the main walkway when you enter the restaurant. The tables are all close together though so it wouldn’t really make a difference no matter where they seated us.

My fiancé explained her chicken wings were alright, the chicken was fatty but still not bad.
I got the soup special of the day, clam chowder and I thought it was really good!

Only real downfall to this place would be their pricing. The pricing is equal to a place that is serving another step up or two in quality of foods.",4,33.0234858,-112.0507836,POSITIVE,1
"Would have given 5 stars if the wait wasn’t over an hour on a Monday to be seated and food took almost equally as long to arrive after being ordered. However our server Lynn, needs special recognition for being awesome and super accommodating. Our first time in this restaurant and I would go again because she made the visit so pleasant. I took my Dad out for his birthday  and we loved the Salmon dinner. I will come back again.",4,33.0234858,-112.0507836,POSITIVE,1
Everything was good like always. Took our dessert home and when we got home the apple that was 9.99 was about the size of a hostess cupcake. 3 bites. Not right!!,3,33.0234858,-112.0507836,POSITIVE,1
"The garlic fries were some of the best I've ever had, and they definitely use real Heinz ketchup, a big plus! My brother loved his breakfast burrito, too. I swear the salsa was homemade. Fast friendly service. We even got to listen to live music!",5,33.0245341,-112.0508984,POSITIVE,1
"Been here several times over the past few years. It is pricey but have always felt the food quality, quantity and taste is worth it.
We usually have day trips to various parks or areas within the Phoenix/Tucson area and grab the egg bacon and cheese croissant sandwich to share in the AM. Tried the Kung pao and it was also surprisingly good and quite a bit of food. Will try more of the Asian dishes in the future.",5,33.0245341,-112.0508984,POSITIVE,1
Bacon egg and cheese  came with a very oily hash brown. It was nice but the bread didn’t hold up very well it started to fall apart and become flat half way through eating it. My partner ordered a chicken strip meal which came with fries and two cups of ranch. He enjoyed the chicken but wasn’t a fan of the fries. We shared a ridiculously overpriced cup of strawberry yogurt with whipped cream on top which was fine it was your average strawberry yogurt placed in a cup and sold for $7. The tables are quite close together and the heavy cigarette odor is tolerable I guess you can say but maybe not the best place to dine in with children.,3,33.0245341,-112.0508984,NEGATIVE,-1
"it's a gamble on the food here
This place can get busy, so prepare yourselves to wait in line and wait a while on the food. The staff seem annoyed that you order food here.
I tried a few things on the menu here.  let's just say it's a risk.
The burger was good, and the nachos were soggie but still edible. The pizza was one of the worst I had in my life.
Avoid this place unless you have no options.

***If anyone likes my honest reviews, then please like my post and follow my google account***",2,33.0245341,-112.0508984,NEGATIVE,-1
"Bought a buffalo chicken wrap and garlic parmesan fries, and a peppered beef bowl with rice. We got drinks and a blueberry no bake cheese cake cup. Spent 60$ for 2 people. The chicken in the wrap was hard and over cooked. The garlic parmesan fries were brown. Over cooked or dirty fryer oil. The beef in the bowl was chewy and weird not one good piece. Beef was over cooked and vegetables were barely cooked at all. Jasmine rice was not fully cooked. Totally sucked. Lady cashing us out was very nice though. We ate half our wrap and our dessert only. Very sad! Money wasted.
Figured being a casino it would be better.",1,33.0245341,-112.0508984,NEGATIVE,-1
"Saw a few people on our hike today. Started off at Jewel of the Creek and hiked to Spur Cross Ranch for about two hours. Parked at the trailhead but one can park in the larger parking lot up the road. No water on the trail, just the creek near the beginning and end. Fee of $3 cash, no credit card, probably because no cell service.",3,33.8886646,-111.9505453,NEGATIVE,-1
"Moderate hike about 4 miles. Loved the varying soil and landscape, interesting seeing water in a stream in such a dry area.",5,33.8886646,-111.9505453,POSITIVE,1
"It is absolutely a beautiful hike. It has a well-maintained trail. My my 5-year-old nephew did it just fine and their grandma also did it just fine, My dog loved it as well. Her tail couldn't stop wagging",5,33.8886646,-111.9505453,POSITIVE,1
Wow! I didn’t even know this trail existed until a friend took me here for a hike. The level of intensity was mild- hardly any incline. We did a 5 mile loop and it was invigorating. Yes- wear Trail shoes or hiking boots. Take plenty of water. And- this park also has horseback riding for a fee. It was $3 per person to enter the park! On a gorgeous Saturday- the trail wasn’t too busy! Awesome to take a break in nature. There are plenty of benches on the trail with magnificent views. 5 Stars.,5,33.8886646,-111.9505453,POSITIVE,1
I really enjoyed hiking the trails in this park.  Plenty of nature to see and the trails are easy.  Well worth the 3 dollar entry fee.  The little pond where the former ranch well used to be attracts all kinds of wildlife.,5,33.8886646,-111.9505453,POSITIVE,1
"Our book club met at Silver Spur Grill last night. Very loud while the golf tournament people were there, but they cleared out and we were able to have a really nice conversation about our book. My food was great. I had the bacon blue burger, which was so good and a side salad very fresh with extra ingredients, very large portion.",4,33.0757691,-112.0261106,POSITIVE,1
Really nice layout with lots of undulation and 7000 from the tip. Not really a hard course but it's nice. Greens were a little slow and bunkers wet although they did have sand.,4,33.0757691,-112.0261106,POSITIVE,1
"Visoting from Minnesota.  Went for breakfast on a Saturday,  Savannah was a great server!! Meal was wonderful and the scenery from the patio was amazing!! Will be back!!",5,33.0757691,-112.0261106,POSITIVE,1
"Played Monday morning the course was in amazing shape, incredible greens that were pretty fast and had a good amount of movement. Fairways can be narrow with plenty of fairway bunkers but this was one of the best rounds in a while. Good challenge looking forward to playing again",5,33.0757691,-112.0261106,POSITIVE,1
"The experience was really good, had not been in a long time.  We tried to get a hot deal early in the morning but is sold out then an even earlier tee time opened up.  It was cold, and mist was coming off high wash levels.  The course was in good condition and challenging traps with high walls. Good food and drink service at the turn too!",5,33.0757691,-112.0261106,POSITIVE,1
"This lake has it all! Well thought out with cemented paths as well as gravel for people to walk, bike, run, rollerblade, or go! The South West end actually loops back around making a nice loop, the East side not so much. Lots to do or see from kayakers, rowing teams, birds. Little tiles with sayings make it fun and interactive as well. Boat rentals can be had and the bridges light up at night.",5,33.4336417,-111.9486729,NEGATIVE,-1
Tempe Town Lake’s Pedestrian Bridge has sweeping views of Town Lake and the Tempe skyline! This bridge leads to the other side of the lake that provides excellent angles for picture lovers. I highly recommend a visit!,5,33.4336417,-111.9486729,POSITIVE,1
Great area for a nice walk or run. The pedestrian bridge connects the two sides of Tempe Town Lake with trails and park areas on both sides. The bridge itself is cool and has a great view of the lake on one side and the dam on the other side.,5,33.4336417,-111.9486729,POSITIVE,1
the trail is super smooth and the views are awesome good vibes overall,5,33.4336417,-111.9486729,POSITIVE,1
Very nice spot to hangout. Especially during the sunset. Nice walk on the riverside and there’s good restaurants and Sweet Republic ice cream shop.,5,33.4336417,-111.9486729,POSITIVE,1
"It was nice.. rented one of the bicycles, that was fun, got stung by a bee, that was no fun. Haha! However it stung me dead center of the inside of my thumb so I managed. They need to get more parking though..",4,33.4316776,-111.9276565,NEGATIVE,-1
"• Review Tempe Town Lake – Endless Fun in the Sun!

Tempe Town Lake is the ultimate outdoor playground! Whether you’re renting a scooter, biking, rollerblading, skating, running, or just taking a relaxing walk, there’s something for everyone. You can even rent a boat or a quirky little duck pontoon and spend the whole day out on the water.

We always have a blast here and love that it feels clean, safe, and family-friendly. Highly recommend for a sunny day of adventure or a peaceful lakeside stroll.

#TempeTownLake
#ArizonaFun
#Scooters
#Siggy_E 💋",5,33.4316776,-111.9276565,POSITIVE,1
